approach,snapshot_index,snapshot_label,window_start_ts,window_end_ts,local_id,observation_id,identity_group,size,nodes_json
cumulative,9,days_0_500,0,43200000,0,CUM-C0901,c01,200,"[4, 8, 11, 32, 34, 36, 39, 47, 49, 53, 54, 63, 65, 72, 75, 79, 81, 82, 83, 90, 93, 108, 116, 120, 135, 137, 138, 143, 144, 151, 155, 159, 161, 179, 185, 191, 193, 194, 197, 203, 205, 211, 212, 213, 214, 220, 221, 229, 233, 235, 239, 242, 244, 248, 253, 271, 273, 283, 290, 292, 300, 304, 306, 307, 315, 317, 334, 348, 362, 367, 371, 374, 383, 389, 390, 394, 397, 400, 405, 413, 441, 456, 462, 471, 476, 483, 492, 496, 523, 525, 528, 533, 544, 546, 549, 550, 554, 566, 571, 578, 580, 581, 587, 589, 591, 594, 607, 609, 613, 617, 619, 623, 625, 626, 627, 628, 633, 637, 640, 642, 651, 659, 660, 661, 665, 668, 669, 671, 678, 687, 692, 696, 701, 703, 706, 714, 720, 725, 728, 734, 739, 741, 742, 746, 752, 757, 763, 769, 771, 772, 775, 776, 784, 787, 791, 798, 805, 807, 813, 816, 830, 833, 834, 835, 848, 852, 860, 863, 864, 865, 867, 870, 871, 875, 882, 887, 890, 900, 901, 910, 922, 923, 932, 935, 936, 937, 940, 941, 942, 951, 960, 962, 970, 973, 975, 981, 983, 992, 993, 997]"
cumulative,9,days_0_500,0,43200000,1,CUM-C0902,c02,125,"[2, 9, 21, 23, 30, 37, 43, 45, 52, 66, 74, 77, 80, 94, 100, 104, 109, 110, 111, 112, 119, 121, 126, 128, 133, 146, 166, 168, 182, 186, 204, 209, 210, 218, 227, 232, 240, 256, 260, 266, 267, 276, 287, 294, 305, 313, 326, 328, 332, 340, 356, 384, 392, 412, 416, 425, 435, 439, 447, 459, 465, 472, 475, 478, 490, 500, 507, 517, 521, 539, 545, 556, 557, 560, 564, 567, 573, 574, 575, 586, 598, 602, 648, 655, 674, 689, 694, 699, 700, 721, 730, 743, 744, 751, 756, 759, 762, 765, 768, 782, 790, 794, 803, 812, 814, 825, 845, 859, 868, 869, 885, 889, 908, 912, 930, 938, 944, 946, 948, 949, 961, 974, 984, 986, 998]"
cumulative,9,days_0_500,0,43200000,2,CUM-C0903,c03,115,"[0, 6, 16, 18, 19, 55, 59, 61, 71, 78, 89, 99, 101, 114, 115, 127, 130, 145, 149, 162, 169, 178, 184, 189, 195, 225, 228, 237, 243, 246, 249, 259, 265, 279, 281, 293, 295, 296, 312, 314, 325, 333, 339, 345, 359, 365, 372, 377, 393, 404, 407, 409, 410, 423, 426, 436, 452, 453, 455, 457, 470, 479, 502, 519, 522, 527, 536, 538, 569, 579, 593, 595, 599, 605, 615, 621, 635, 681, 690, 693, 705, 708, 710, 711, 716, 718, 724, 729, 749, 754, 767, 777, 779, 785, 786, 793, 843, 858, 861, 862, 866, 876, 878, 883, 884, 896, 904, 905, 907, 916, 929, 934, 976, 991, 999]"
cumulative,9,days_0_500,0,43200000,3,CUM-C0904,c05,83,"[10, 13, 14, 103, 105, 131, 153, 158, 173, 192, 199, 222, 252, 270, 303, 327, 331, 358, 378, 381, 382, 395, 396, 411, 418, 419, 437, 442, 467, 497, 506, 508, 514, 516, 532, 541, 576, 597, 611, 616, 639, 644, 650, 653, 654, 657, 666, 682, 702, 719, 738, 745, 747, 760, 761, 778, 780, 783, 801, 804, 820, 826, 828, 837, 839, 850, 856, 881, 903, 911, 921, 924, 928, 945, 950, 967, 969, 977, 979, 982, 996, 1001, 1004]"
cumulative,9,days_0_500,0,43200000,4,CUM-C0905,c04,81,"[1, 22, 38, 42, 46, 50, 64, 69, 70, 76, 84, 88, 91, 96, 97, 102, 106, 125, 132, 139, 154, 164, 172, 174, 206, 223, 247, 282, 299, 309, 310, 322, 323, 324, 337, 343, 346, 368, 376, 388, 399, 402, 420, 460, 474, 477, 487, 489, 498, 501, 505, 509, 510, 524, 534, 548, 559, 562, 583, 601, 603, 612, 622, 634, 638, 649, 663, 676, 735, 740, 788, 822, 832, 842, 853, 879, 893, 906, 919, 939, 943]"
cumulative,9,days_0_500,0,43200000,5,CUM-C0906,c06,76,"[3, 24, 35, 51, 87, 141, 148, 160, 167, 181, 188, 190, 202, 207, 241, 274, 280, 286, 288, 301, 353, 360, 373, 387, 391, 408, 414, 421, 424, 431, 445, 451, 469, 484, 486, 493, 512, 526, 530, 547, 552, 561, 570, 585, 610, 614, 629, 630, 631, 643, 645, 656, 658, 667, 685, 709, 750, 773, 795, 817, 824, 841, 846, 847, 851, 891, 894, 902, 920, 954, 957, 964, 978, 988, 989, 995]"
cumulative,9,days_0_500,0,43200000,6,CUM-C0907,c07,62,"[5, 7, 29, 31, 67, 98, 107, 117, 118, 134, 150, 165, 183, 196, 201, 208, 226, 236, 257, 262, 268, 278, 289, 291, 297, 320, 335, 344, 385, 401, 415, 429, 440, 449, 454, 464, 468, 473, 491, 504, 537, 553, 592, 652, 664, 670, 683, 688, 707, 713, 726, 732, 808, 810, 811, 880, 898, 899, 963, 980, 985, 1003]"
cumulative,9,days_0_500,0,43200000,7,CUM-C0908,c08,60,"[28, 33, 56, 68, 95, 170, 175, 176, 219, 231, 245, 251, 264, 269, 275, 311, 329, 338, 350, 361, 364, 375, 427, 432, 433, 446, 448, 461, 480, 482, 511, 531, 540, 582, 588, 606, 624, 641, 697, 698, 733, 736, 737, 764, 789, 796, 809, 815, 819, 836, 840, 849, 855, 872, 873, 874, 925, 955, 987, 994]"
cumulative,9,days_0_500,0,43200000,8,CUM-C0909,c09,33,"[25, 41, 44, 48, 73, 85, 216, 318, 319, 321, 366, 386, 434, 458, 481, 499, 503, 558, 565, 600, 618, 672, 679, 684, 704, 723, 753, 758, 844, 918, 956, 1000, 1002]"
cumulative,9,days_0_500,0,43200000,9,CUM-C0910,dead-CUM-C0910,30,"[26, 40, 60, 86, 152, 187, 198, 254, 272, 352, 379, 380, 398, 430, 443, 450, 466, 488, 495, 568, 572, 596, 662, 677, 695, 712, 774, 802, 947, 965]"
cumulative,9,days_0_500,0,43200000,10,CUM-C0911,c12,30,"[27, 58, 129, 147, 157, 171, 230, 255, 277, 285, 308, 330, 336, 347, 355, 438, 577, 590, 673, 686, 715, 748, 818, 877, 909, 926, 931, 933, 966, 972]"
cumulative,9,days_0_500,0,43200000,11,CUM-C0912,c10,30,"[62, 113, 124, 163, 250, 263, 369, 444, 485, 513, 515, 518, 535, 542, 551, 604, 646, 691, 722, 770, 799, 800, 821, 823, 854, 886, 895, 913, 927, 968]"
cumulative,9,days_0_500,0,43200000,12,CUM-C0913,c11,28,"[17, 92, 122, 136, 142, 200, 224, 302, 316, 341, 349, 351, 428, 543, 636, 647, 806, 831, 838, 857, 888, 892, 915, 917, 952, 953, 971, 990]"
cumulative,9,days_0_500,0,43200000,13,CUM-C0914,c13,14,"[12, 15, 284, 370, 406, 422, 520, 563, 584, 680, 717, 731, 792, 797]"
cumulative,9,days_0_500,0,43200000,14,CUM-C0915,c14,10,"[123, 180, 215, 217, 238, 357, 727, 829, 897, 958]"
cumulative,10,days_0_526,0,45446400,0,CUM-C1001,c01,238,"[4, 8, 11, 26, 32, 34, 36, 39, 40, 47, 49, 53, 54, 58, 60, 63, 65, 72, 75, 79, 81, 82, 83, 86, 90, 93, 108, 116, 120, 135, 137, 138, 143, 144, 146, 151, 152, 155, 159, 161, 179, 185, 187, 191, 193, 194, 196, 197, 198, 203, 205, 211, 212, 213, 214, 220, 221, 229, 233, 235, 244, 248, 253, 254, 271, 272, 283, 290, 292, 300, 304, 306, 307, 315, 317, 326, 330, 334, 348, 352, 362, 367, 371, 374, 379, 380, 383, 389, 390, 394, 397, 398, 400, 405, 413, 430, 438, 441, 443, 450, 456, 462, 466, 471, 476, 483, 488, 492, 495, 496, 523, 525, 528, 533, 544, 546, 549, 550, 554, 566, 568, 571, 572, 578, 580, 581, 587, 589, 591, 594, 596, 607, 609, 613, 617, 619, 623, 625, 626, 627, 628, 633, 637, 640, 642, 651, 659, 660, 661, 662, 665, 668, 669, 671, 673, 675, 677, 678, 687, 692, 695, 696, 701, 703, 712, 714, 720, 728, 734, 739, 741, 742, 746, 752, 757, 763, 768, 769, 771, 772, 775, 776, 784, 787, 791, 798, 802, 805, 807, 813, 816, 818, 827, 830, 833, 834, 835, 848, 852, 860, 863, 864, 865, 867, 870, 871, 875, 882, 887, 890, 900, 901, 909, 910, 914, 922, 923, 930, 932, 935, 936, 937, 938, 940, 941, 942, 960, 962, 965, 970, 973, 975, 981, 983, 992, 993, 995, 997]"
cumulative,10,days_0_526,0,45446400,1,CUM-C1002,c02,122,"[2, 9, 20, 21, 23, 30, 37, 43, 45, 52, 57, 66, 74, 77, 80, 94, 100, 104, 109, 110, 111, 112, 119, 121, 126, 128, 133, 166, 168, 177, 182, 186, 204, 209, 210, 218, 227, 232, 240, 256, 260, 266, 267, 276, 287, 294, 305, 313, 328, 332, 340, 356, 384, 392, 412, 416, 425, 435, 439, 447, 459, 465, 472, 475, 478, 490, 500, 517, 521, 539, 545, 556, 557, 560, 564, 567, 573, 574, 575, 586, 598, 602, 648, 655, 674, 689, 694, 699, 700, 721, 730, 743, 744, 751, 756, 759, 762, 765, 782, 790, 794, 803, 812, 814, 825, 845, 859, 868, 869, 885, 889, 908, 912, 944, 946, 948, 949, 961, 974, 984, 986, 998]"
cumulative,10,days_0_526,0,45446400,2,CUM-C1003,c03,118,"[0, 6, 16, 18, 19, 55, 59, 61, 71, 78, 89, 99, 101, 114, 115, 127, 130, 145, 149, 162, 169, 178, 184, 189, 195, 225, 228, 237, 243, 246, 249, 259, 265, 279, 281, 293, 295, 296, 312, 314, 325, 333, 339, 345, 359, 365, 372, 377, 393, 403, 404, 407, 409, 410, 423, 426, 436, 452, 453, 455, 457, 470, 479, 502, 519, 522, 527, 536, 538, 569, 579, 593, 595, 599, 605, 615, 621, 635, 681, 690, 693, 705, 708, 710, 711, 716, 718, 724, 729, 732, 749, 754, 767, 777, 779, 781, 785, 786, 793, 843, 858, 861, 862, 866, 876, 878, 883, 884, 896, 904, 905, 907, 916, 929, 934, 976, 991, 999]"
cumulative,10,days_0_526,0,45446400,3,CUM-C1004,c04,85,"[1, 22, 38, 42, 46, 50, 64, 69, 70, 76, 84, 88, 91, 96, 97, 102, 106, 125, 132, 139, 154, 164, 172, 174, 206, 223, 239, 247, 273, 282, 299, 309, 310, 322, 323, 324, 337, 343, 346, 368, 376, 388, 399, 402, 420, 460, 474, 477, 487, 489, 498, 501, 505, 509, 510, 524, 534, 548, 559, 562, 583, 601, 603, 612, 622, 634, 638, 649, 663, 676, 706, 735, 740, 788, 822, 832, 842, 853, 879, 893, 906, 919, 939, 943, 951]"
cumulative,10,days_0_526,0,45446400,4,CUM-C1005,c05,80,"[10, 13, 14, 103, 105, 131, 153, 158, 173, 199, 222, 252, 270, 303, 331, 378, 382, 395, 396, 411, 418, 419, 437, 442, 461, 467, 497, 506, 508, 514, 516, 532, 541, 576, 597, 611, 616, 639, 644, 650, 653, 654, 657, 666, 682, 702, 719, 738, 745, 747, 760, 761, 778, 780, 783, 801, 804, 820, 826, 828, 837, 839, 850, 856, 881, 903, 911, 921, 924, 928, 945, 950, 967, 969, 977, 979, 982, 996, 1001, 1004]"
cumulative,10,days_0_526,0,45446400,5,CUM-C1006,c06,76,"[3, 24, 35, 51, 87, 141, 148, 160, 167, 181, 188, 190, 202, 207, 241, 274, 280, 286, 288, 301, 353, 360, 373, 387, 391, 408, 414, 421, 424, 431, 445, 451, 469, 484, 486, 493, 507, 512, 526, 530, 547, 552, 561, 570, 585, 610, 614, 629, 630, 631, 643, 645, 656, 658, 667, 685, 709, 750, 773, 795, 817, 824, 841, 846, 847, 851, 891, 894, 902, 920, 954, 957, 964, 978, 988, 989]"
cumulative,10,days_0_526,0,45446400,6,CUM-C1007,c07,69,"[5, 7, 29, 31, 67, 98, 107, 117, 118, 134, 150, 165, 175, 183, 192, 201, 208, 226, 236, 257, 262, 268, 275, 278, 289, 291, 297, 320, 327, 335, 344, 358, 381, 385, 401, 415, 429, 440, 446, 449, 454, 464, 468, 473, 491, 504, 537, 553, 592, 652, 664, 670, 683, 688, 707, 713, 726, 737, 808, 810, 811, 849, 880, 898, 899, 963, 980, 985, 1003]"
cumulative,10,days_0_526,0,45446400,7,CUM-C1008,c08,56,"[28, 33, 56, 68, 95, 170, 176, 219, 231, 242, 245, 251, 264, 269, 311, 329, 338, 350, 361, 364, 375, 427, 432, 433, 448, 480, 482, 511, 531, 540, 582, 588, 606, 624, 632, 641, 697, 698, 733, 736, 764, 789, 796, 809, 815, 819, 836, 840, 855, 872, 873, 874, 925, 955, 987, 994]"
cumulative,10,days_0_526,0,45446400,8,CUM-C1009,c09,33,"[25, 41, 44, 48, 73, 85, 216, 318, 319, 321, 366, 386, 434, 458, 481, 499, 503, 558, 565, 600, 618, 672, 679, 684, 704, 723, 753, 758, 844, 918, 956, 1000, 1002]"
cumulative,10,days_0_526,0,45446400,9,CUM-C1010,c10,30,"[62, 113, 124, 163, 250, 263, 369, 444, 485, 513, 515, 518, 535, 542, 551, 604, 646, 691, 722, 770, 799, 800, 821, 823, 854, 886, 895, 913, 927, 968]"
cumulative,10,days_0_526,0,45446400,10,CUM-C1011,c11,28,"[17, 92, 122, 136, 142, 200, 224, 302, 316, 341, 349, 351, 428, 543, 636, 647, 806, 831, 838, 857, 888, 892, 915, 917, 952, 953, 971, 990]"
cumulative,10,days_0_526,0,45446400,11,CUM-C1012,c12,24,"[27, 129, 147, 157, 171, 230, 255, 277, 285, 308, 336, 347, 355, 577, 590, 686, 715, 748, 877, 926, 931, 933, 966, 972]"
cumulative,10,days_0_526,0,45446400,12,CUM-C1013,c13,14,"[12, 15, 284, 370, 406, 422, 520, 563, 584, 680, 717, 731, 792, 797]"
cumulative,10,days_0_526,0,45446400,13,CUM-C1014,c14,10,"[123, 180, 215, 217, 238, 357, 727, 829, 897, 958]"
cumulative,10,days_0_526,0,45446400,14,CUM-C1015,c15,3,"[725, 774, 947]"
